Alloy,Dmax
B4Fe91Ni5,0
B4Fe91V5,0
B4Fe93Mn3,0
B4Fe93Ni3,0
B4Fe95Mn1,0
B4Fe95Ni1,0
B50C4Ni46,0
B50C8Ni42,0
B58C4Ni38,0
B5C15Ni80,0
B5C20Ni75,0
B5C5Ni90,0
B5Co75Si20,0
B5Fe80Nb15,0
B5Fe81Nd14,0
B5Fe83Nb12,0
B5Fe84P11,0
B5Fe90Zr5,0
B5Mo70Si25,0
B5Mo75Si20,0
B5Mo80Si15,0
B5Mo85Si10,0
B5Mo90Si5,0
B6Co84Nb10,0
B6Cr12Fe82,0
B6Cr14Fe80,0
B6Cr15Fe79,0
B6Cr16Fe78,0
B6Cr18Fe76,0
B6Cr20Fe74,0
B6Cr22Fe72,0
B6Cr24Fe70,0
B6Cr26Fe68,0
B6Cr5Fe89,0
B6Cu10Fe84,0
B6Cu15Fe79,0
B6Cu1Fe93,0
B6Cu3Fe91,0
B6Cu5Fe89,0
B6Fe69Ni25,0
B6Fe74Mo20,0
B6Fe74Ni20,0
B6Fe76Mo18,0
B6Fe78Nd16,0
B6Fe79Mn15,0
B6Fe79Mo15,0
B6Fe79Nb15,0
B6Fe79Ni15,0
B6Fe81.5Si12.5,0
B6Fe82Mo12,0
B6Fe83Si11,0
B6Fe84Mn10,0
B6Fe84Mo10,0
B6Fe84Ni10,0
B6Fe84P10,0
B6Fe84V10,0
B6Fe86Mo8,0
B6Fe89Mn5,0
B6Fe89Mo5,0
B6Fe89Nb5,0
B6Fe89Ni5,0
B6Fe89V5,0
B6Fe91Mn3,0
B6Fe93Mn1,0
B6Fe93Ni1,0
B6Ni76Si18,0
B7.5Cu15Zr77.5,0
B7.5Fe74.5Si18,0
B7.5Fe82.5Si10,0
B7.5Ni76.5Si16,0
B7Fe84P9,0
B7Fe85Mo8,0
B7Fe88Zr5,0
B81.5Fe12.5Si6,0
B8C12Co80,0
B8C4Co88,0
B8C8Co84,0
B8Cr12Fe80,0
B8Cr14Fe78,0
B8Cr15Fe77,0
B8Cr16Fe76,0
B8Cr18Fe74,0
B8Cr20Fe72,0
B8Cr22Fe70,0
B8Cr24Fe68,0
B8Cr26Fe66,0
B8Cr5Fe87,0
B8Cu10Fe82,0
B8Cu15Fe77,0
B8Cu1Fe91,0
B8Cu3Fe89,0
B8Cu5Fe87,0
B8Fe20Mn72,0
B8Fe67Ni25,0
B8Fe72Mo20,0
B8Fe72Ni20,0
B8Fe74Mo18,0
B8Fe77Mn15,0
B8Fe77Mo15,0
B8Fe77Ni15,0
B8Fe80Mo12,0
B8Fe82Mn10,0
B8Fe82Mo10,0
B8Fe82Ni10,0
B8Fe82V10,0
B8Fe87Mn5,0
B8Fe87Mo5,0
B8Fe87Nb5,0
B8Fe87Ni5,0
B8Fe87V5,0
B8Fe89Mn3,0
B8Fe89Ni3,0
B8Fe90Zr2,0
B8Fe91Mn1,0
B8Fe91Ni1,0
B8Ni80Si12,0
B9Fe80Si11,0
B9Fe83Mo8,0
B9Fe83Si8,0
Be10Si15Ti75,0
Be15Si10Ti75,0
Be15Si15Ti70,0
Be20Nb10Zr70,0
Be20Nb15Zr65,0
Be20Nb20Zr60,0
Be20Si15Ti65,0
Be20Si5Ti75,0
Be25Nb10Zr65,0
Be25Nb15Zr60,0
Be25Si10Ti65,0
Be25Si15Ti60,0
Be30Si10Ti60,0
Be30Si15Ti55,0
Be35Si10Ti55,0
Be35Si15Ti50,0
Be40Si10Ti50,0
Be40Si5Ti55,0
Be45Si5Ti50,0
C10Co70W20,0
C10Co75Si15,0
C10Co75W15,0
C10Co80W10,0
C10Co82.5W7.5,0
C10Co85Si5,0
C10Co87.5W2.5,0
C10Cr15Fe75,0
C10Fe74W16,0
C10Fe78W12,0
C10Fe82.5P7.5,0
C10Fe82W8,0
C10Fe86W4,0
C10Mo24Ni66,0
C10Mo32Ni58,0
C10Ni65Si25,0
C10Ni67.5Si22.5,0
C10Ni70Si20,0
C10Ni75Si15,0
C10Ni80Si10,0
C10Ni85Si5,0
C12.5Co67.5W20,0
C12.5Co70W17.5,0
C12.5Co75W12.5,0
C12.5Co77.5W10,0
C12.5Co80W7.5,0
C12.5Co85W2.5,0
C12Co68W20,0
C12Co74W14,0
C12Mo12Ni76,0
C12Mo16Ni72,0
C12Mo28Ni60,0
C13Cr40Fe47,0
C14Co40Cr46,0
C14Co46Mo40,0
C14Co50Mo36,0
C14Co62Mo24,0
C14Co66W20,0
C14Co70Mo16,0
C14Co74Mo12,0
C14Co76Mo10,0
C14Co76W10,0
C14Cr28Fe58,0
C14Cr40Fe46,0
C14Fe66W20,0
C14Fe70W16,0
C14Fe74W12,0
C14Fe78W8,0
C14Fe82W4,0
C14Mo28Ni58,0
C15Co65W20,0
C15Co67.5W17.5,0
C15Co75Si10,0
C15Co75W10,0
C15Co77.5W7.5,0
C15Co80Si5,0
C15Co80W5,0
C15Cr10Fe75,0
C15Fe80P5,0
C15Ni70Si15,0
C15Ni75Si10,0
C15Ni80Si5,0
C16Co44Cr40,0
C16Co48Cr36,0
C16Co52Cr32,0
C16Co56Cr28,0
C16Co60Cr24,0
C16Co64W20,0
C16Co68W16,0
C16Co74Mo10,0
C16Co74W10,0
C16Fe80W4,0
C16Mo16Ni68,0
C17.5Co65W17.5,0
C17.5Fe77.5P5,0
C17Fe73W10,0
C18Co42Mo40,0
C18Co58W24,0
C18Co60Cr22,0
C18Co62W20,0
C18Co66W16,0
C18Co68W14,0
C18Co72W10,0
C18Co74.5W7.5,0
C18Co74Mo8,0
C18Co77W5,0
C18Fe62W20,0
C18Fe66W16,0
C18Fe68W14,0
C18Fe70W12,0
C18Fe74W8,0
C18Fe78W4,0
C18Mo12Ni70,0
C18Mo16Ni66,0
C18Mo20Ni62,0
C18Mo24Ni58,0
C18Mo28Ni54,0
C2.5Co95W2.5,0
C2.5Fe85P12.5,0
C20Co56Cr24,0
C20Co60W20,0
C20Co65W15,0
C20Co68W12,0
C20Co70Si10,0
C20Co70W10,0
C20Co75Si5,0
C20Co75W5,0
C20Cr22Fe58,0
C20Fe64W16,0
C20Fe70W10,0
C20Fe72W8,0
C20Fe76W4,0
C20Ni70Si10,0
C20Ni75Si5,0
C22Co48Cr30,0
C22Co52Cr26,0
C22Fe62W16,0
C22Fe70W8,0
C22Fe74W4,0
C3Si12Zr85,0
C5Co70Si25,0
C5Co75Si20,0
C5Co80Si15,0
C5Co80W15,0
C5Co85W10,0
C5Co90W5,0
C5Cr5Fe90,0
C5Fe79W16,0
C5Fe82.5P12.5,0
C5Fe85P10,0
C5Ni70Si25,0
C5Ni75Si20,0
C5Ni80Si15,0
C5Ni85Si10,0
C5Ni90Si5,0
C6Fe82W12,0
C6Fe86W8,0
C6Fe90W4,0
C7.5Co77.5W15,0
C7.5Co82.5W10,0
C7.5Co85W7.5,0
C7.5Fe82.5P10,0
C7.5Fe85P7.5,0
C7Fe79W14,0
C8Cr20Fe72,0
C8Cr40Fe52,0
C8Mo20Ni72,0
C8Mo28Ni64,0
Ca5Cu10Mg85,0
Ca5Cu5Mg90,0
Ca5Mg85Zn10,0
Ca5Mg90Zn5,0
Ca7.5Mg82.5Zn10,0
Ca7.5Mg87.5Zn5,0
Ce10Cu5Mg85,0
Ce15Cu10Mg75,0
Ce15Cu25Mg60,0
Ce15Cu5Mg80,0
Ce20Cu10Mg70,0
Ce20Cu15Mg65,0
Ce20Cu20Mg60,0
Ce20Cu25Mg55,0
Ce20Cu5Mg75,0
Ce20Mg40Ni40,0
Ce20Mg70Ni10,0
Ce25Cu25Mg50,0
Ce30Mg40Ni30,0
Ce5Cu5Mg90,0
Ce5Mg90Ni5,0
Co10Ni68.5P21.5,0
Co10Ni71P19,0
Co10Ni73P17,0
Co12.5Ni66P21.5,0
Co12.5Ni68.5P19,0
Co12.5Ni70.5P17,0
Co14Ni64.5P21.5,0
Co14Ni67P19,0
Co14Ni69P17,0
Co16Ni65P19,0
Co20.9Pd62.6Si16.5,0
Co2Ni76P22,0
Co2Ni81P17,0
Co3.5Ni74.5P22,0
Co3.5Ni79.5P17,0
Co5Ni73P22,0
Co5Ni78P17,0
Co7Ni71P22,0
Co7Ni76P17,0
Co9Ni69.5P21.5,0
Co9Ni74P17,0
Cr69.6Ni16.2P14.2,0
Cr70Ni10P20,0
Cr72.5Ni13.5P14,0
Cu10Hf80Ni10,0
Cu10La10Mg80,0
Cu10La40Mg50,0
Cu10Mg60Y30,0
Cu10Mg65Nd25,0
Cu10Mg89Y1,0
Cu10Ni10Ti80,0
Cu10Ni10Zr80,0
Cu10Ni40Ti50,0
Cu10Ni50Ti40,0
Cu10Ni60Ti30,0
Cu10Ni70Ti20,0
Cu10Ni80Ti10,0
Cu12Ni67P21,0
Cu13Ni37Ti50,0
Cu13Ni66P21,0
Cu13Ni67P20,0
Cu13Ni69P18,0
Cu14Ni66P20,0
Cu14Ni68P18,0
Cu15La10Mg75,0
Cu15La15Mg70,0
Cu15La30Mg55,0
Cu15Mg60Nd25,0
Cu15Mg84Y1,0
Cu15Ni10Ti75,0
Cu15Ni35Ti50,0
Cu15Ni5Ti80,0
Cu1Mg79Y20,0
Cu1Mg89Y10,0
Cu1Ni75P24,0
Cu1Ni83P16,0
Cu20Hf10Ni70,0
Cu20Hf75Ni5,0
Cu20La20Mg60,0
Cu20La25Mg55,0
Cu20La50Mg30,0
Cu20Mg40Nd40,0
Cu20Ni40Ti40,0
Cu20Ni50Ti30,0
Cu20Ni5Zr75,0
Cu20Ni60Ti20,0
Cu20Ni60Zr20,0
Cu20Ni70Ti10,0
Cu25La25Mg50,0
Cu26.7Pd56.8Si16.5,0
Cu2Ni74P24,0
Cu2Ni82P16,0
Cu30Hf10Ni60,0
Cu30La50Mg20,0
Cu30Mg30Y40,0
Cu30Ni40Ti30,0
Cu30Ni50Ti20,0
Cu30Ni50Zr20,0
Cu30Ni60Ti10,0
Cu31Ti41Zr28,0
Cu34Ti44Zr22,0
Cu35Ni35Ti30,0
Cu3Ni73P24,0
Cu3Ni81P16,0
Cu40.9Mg40.9Ca18.2,0
Cu40Hf10Ni50,0
Cu40La40Mg20,0
Cu40Mg20Nd40,0
Cu40Mg20Y40,0
Cu40Ni40Ti20,0
Cu40Ni40Zr20,0
Cu45.5Mg45.5Ca9.0,0
Cu4Ni80P16,0
Cu50Hf10Ni40,0
Cu50La30Mg20,0
Cu50Ni30Ti20,0
Cu50Ni30Zr20,0
Cu50Ni40Ti10,0
Cu54.5Mg9.1Ca36.4,0
Cu5Mg65Y30,0
Cu5Mg75Y20,0
Cu5Mg80Nd15,0
Cu5Mg90Nd5,0
Cu5Mg90Y5,0
Cu5Ni10Ti85,0
Cu5Ni15Ti80,0
Cu5Ni20Zr75,0
Cu5Ni45Ti50,0
Cu5Ni5Ti90,0
Cu60Hf10Ni30,0
Cu60Mg30Nd10,0
Cu60Ni20Zr20,0
Cu70Hf10Ni20,0
Cu70Hf20Ni10,0
Cu70Mg10Nd20,0
Cu70Ni10Ti20,0
Cu70Ni10Zr20,0
Cu70Ni20Ti10,0
Cu75Ti8Zr17,0
Cu80Ni10Ti10,0
Dy84Fe6Zr10,0
Fe15Pd68.5Si16.5,0
Fe84Gd6Zr10,0
Fe88Pr2Zr10,0
La10Mg85Ni5,0
La15Mg80Ni5,0
La20Mg70Ni10,0
La30Mg60Ni10,0
La40Mg10Ni50,0
La40Mg40Ni20,0
La50Mg20Ni30,0
La5Mg90Ni5,0
Mg10Nd30Ni60,0
Mg10Nd70Ni20,0
Mg20Nd70Ni10,0
Mg30Nd20Ni50,0
Mg30Nd60Ni10,0
Mg40Nd50Ni10,0
Mg40Ni40Y20,0
Mg50Nd10Ni40,0
Mg50Nd40Ni10,0
Mg50Ni40Y10,0
Mg70Ni10Y20,0
Mg77.5Mn10Y12.5,0
Mg80Mn15Y5,0
Mg80Nd15Ni5,0
Mg80Ni5Y15,0
Mg81Mn4Y15,0
Mg82.5Mn10Y7.5,0
Mg82Mn8Y10,0
Mg83Mn2Y15,0
Mg84.5Mn8Y7.5,0
Mg87.5Mn10Y2.5,0
Mg89.5Mn8Y2.5,0
Mg90.5Mn2Y7.5,0
Mg90Nd5Ni5,0
Mg90Ni5Y5,0
Mg93.5Mn4Y2.5,0
Mg93Mn2Y5,0
Mg95.5Mn2Y2.5,0
Mo35Nb45Si20,0
Nb10Si10Ti80,0
Nb20Si10Ti70,0
Nb30Si10Ti60,0
Nb30Si11Zr59,0
Nb30Si12Ti58,0
Nb30Si13Ti57,0
Nb30Si20Ti50,0
Nb30Si5Zr65,0
Nb30Si7Zr63,0
Nb30Si9Zr61,0
Nb40Si5Zr55,0
Nb40Si7Zr53,0
Nb47Si13Ti40,0
Nb47Si25Ti28,0
Nb50Si13Ti37,0
Nb50Si15Ti35,0
Nb50Si20Zr30,0
Nb50Si25Ti25,0
Nb55Si20V25,0
Nb65Si20Ta15,0
Nb65Si20W15,0
Ni10Si20Ti70,0
Ni10Si5Ti85,0
Ni15Si20Ti65,0
Ni15Si5Ti80,0
Ni20Si20Ti60,0
Ni25Si20Ti55,0
Ni30Si30Ti40,0
Ni30Si40Ti30,0
Ni32P20Pt48,0
Ni40Si30Ti30,0
Ni45Si10Ti45,0
Ni45Si5Ti50,0
Ni50Si20Ti30,0
Ni50Si30Ti20,0
Ni50Si5Ti45,0
Ni58.5Pd25Si16.5,0
Ni5Si10Ti85,0
Ni5Si20Ti75,0
Ni60P25Pt15,0
Ni72P20Pt8,0
Pd76.8Rh6.7Si16.5,0
Si10Ti70V20,0
Si10Ti85V5,0
Si15Ti50V35,0
Si20Ti60V20,0
Si82Ti8Zr10,0
Si84Ti6Zr10,0
Si86Ti4Zr10,0
Si88Ti2Zr10,0
Al13La87,0.1
Al20La80,0.1
Al25Tb75,0.1
Al30Ca70,0.1
Al30La70,0.1
Al40Ca60,0.1
Al40Gd60,0.1
Al40La60,0.1
Al45Gd55,0.1
Al50Gd50,0.1
Al50La50,0.1
Al55Gd45,0.1
Al55La45,0.1
Al57La43,0.1
Al84Sm16,0.1
Al85Y15,0.1
Al86La14,0.1
Al86Nd14,0.1
Al86Sm14,0.1
Al86Y14,0.1
Al87Ce13,0.1
Al87Y13,0.1
Al88Ce12,0.1
Al88Gd12,0.1
Al88Nd12,0.1
Al88Sm12,0.1
Al88Y12,0.1
Al89Ca11,0.1
Al89Ce11,0.1
Al89Y11,0.1
Al90Ca10,0.1
Al90Ce10,0.1
Al90Gd10,0.1
Al90La10,0.1
Al90Nd10,0.1
Al90Sm10,0.1
Al90Y10,0.1
Al91Ca9,0.1
Al91Ce9,0.1
Al92Ce8,0.1
Al92Gd8,0.1
Al92La8,0.1
Al92Nd8,0.1
Al92Sm8,0.1
Al92Y8,0.1
Al93Ce7,0.1
Al9Y9,0.1
Au25Gd75,0.1
B11Co89,0.1
B12Co88,0.1
B12Fe88,0.1
B13Fe87,0.1
B14Fe86,0.1
B15Fe85,0.1
B16Co84,0.1
B16Fe84,0.1
B17.5Fe82.5,0.1
B17Co83,0.1
B18.5Co81.5,0.1
B18.5Fe81.5,0.1
B18.5Ni81.5,0.1
B18Co82,0.1
B18Fe82,0.1
B18Ni82,0.1
B19Fe81,0.1
B20Co80,0.1
B20Fe80,0.1
B22.5Fe77.5,0.1
B22Co78,0.1
B22Fe78,0.1
B24Co76,0.1
B25Co75,0.1
B25Fe75,0.1
B26Co74,0.1
B28Co72,0.1
B28Ni72,0.1
B29Co71,0.1
B30Co70,0.1
B30Ni70,0.1
B32Co68,0.1
B34Co66,0.1
B34Ni66,0.1
B35Co65,0.1
B36Co64,0.1
B38Co62,0.1
B38Ni62,0.1
B40Co60,0.1
B40Ni60,0.1
B41Co59,0.1
B42Ni58,0.1
B9Fe91,0.1
Be30Zr70,0.1
Be32.5Zr67.5,0.1
Be35Zr65,0.1
Be37.5Ti62.5,0.1
Be37Ti63,0.1
Be38Ti62,0.1
Be39Ti61,0.1
Be40Ti60,0.1
Be40Zr60,0.1
Be41Ti59,0.1
Be45Zr55,0.1
Be50Zr50,0.1
Ca60Mg40,0.1
Ca70Cu30,0.1
Ca70Mg30,0.1
Co30Zr70,0.1
Co33Hf67,0.1
Co33Zr67,0.1
Co55Zr45,0.1
Co84Zr16,0.1
Co90Zr10,0.1
Co91Zr9,0.1
Cu20Mg80,0.1
Cu27La73,0.1
Cu30Hf70,0.1
Cu30Mg70,0.1
Cu30Zr70,0.1
Cu33Zr67,0.1
Cu35Ti65,0.1
Cu37.5La62.5,0.1
Cu37La63,0.1
Cu40Hf60,0.1
Cu40Mg60,0.1
Cu40Ti60,0.1
Cu40Y60,0.1
Cu40Zr60,0.1
Cu45Ti55,0.1
Cu50Hf50,0.1
Cu50Ti50,0.1
Cu55Ti45,0.1
Cu56Zr44,0.1
Cu60Hf40,0.1
Cu60Ti40,0.1
Cu60Zr40,0.1
Cu62Zr38,0.1
Cu65Zr35,0.1
Cu70Hf30,0.1
Cu70Ti30,0.1
Cu70Zr30,0.1
Cu73Ti27,0.1
Fe24Zr76,0.1
Fe25Sc75,0.1
Fe30Zr70,0.1
Fe33Zr67,0.1
Fe40Nd60,0.1
Fe50Nd50,0.1
Fe50Ni50,0.1
Fe60Nd40,0.1
Fe67Nd33,0.1
Fe75Nd25,0.1
Fe79Nd21,0.1
Fe80Nd20,0.1
Fe80P20,0.1
Fe82Nd18,0.1
Fe85Nd15,0.1
Fe88Zr12,0.1
Fe89Nd11,0.1
Fe89Zr11,0.1
Fe90Sc10,0.1
Fe90Zr10,0.1
Fe91Zr9,0.1
Fe92Zr8,0.1
Gd56Si44,0.1
Ge13Zr87,0.1
Ge15Zr85,0.1
Ge17Zr83,0.1
Ge21Pd79,0.1
Hf30Ni70,0.1
Hf40Ni60,0.1
Hf50Ni50,0.1
Hf60Ni40,0.1
Hf67Ni33,0.1
Hf70Ni30,0.1
Hf85Si15,0.1
La48Ni52,0.1
La60Ni40,0.1
La70Ni30,0.1
La80Ni20,0.1
Mg60Zn40,0.1
Mg65Zn35,0.1
Mg70Zn30,0.1
Mg75Zn25,0.1
Mg80Ni20,0.1
Mg84Y16,0.1
Mg85Ni15,0.1
Mg85Y15,0.1
Mg90Ni10,0.1
Mn90Zr10,0.1
Nb60Ni40,0.1
Nb77Si23,0.1
Nb80Si20,0.1
Nb85Si15,0.1
Nd60Ni40,0.1
Nd70Ni30,0.1
Ni18Zr82,0.1
Ni20Pd80,0.1
Ni20Zr80,0.1
Ni28Zr72,0.1
Ni30Ti70,0.1
Ni30Zr70,0.1
Ni33Ti67,0.1
Ni33Zr67,0.1
Ni35Ti65,0.1
Ni36Zr64,0.1
Ni40Ti60,0.1
Ni40Zr60,0.1
Ni45Ti55,0.1
Ni50Pd50,0.1
Ni50Ta50,0.1
Ni60Ta40,0.1
Ni60Ti40,0.1
Ni60Zr40,0.1
Ni63Zr37,0.1
Ni65Ta35,0.1
Ni65Zr35,0.1
Ni67Zr33,0.1
Ni68Zr32,0.1
Ni70Ta30,0.1
Ni70Zr30,0.1
Ni80Ta20,0.1
Ni81.5P18.5,0.1
Ni81P19,0.1
Ni82P18,0.1
Ni90Ta10,0.1
Ni90Zr10,0.1
P19Pd81,0.1
Pd78Si22,0.1
Pd79Si21,0.1
Pd82.4Si17.6,0.1
Pd83.5Si16.5,0.1
Pd84Si16,0.1
Pd85Si15,0.1
Si13Ti87,0.1
Si13Zr87,0.1
Si15Ti85,0.1
Si15Zr85,0.1
Si17Zr83,0.1
Si20Ti80,0.1
Si22Ti78,0.1
Si80Ti20,0.1
Si85Ti15,0.1
Ti15Zr85,0.1
Ti20Zr80,0.1
Ti22Zr78,0.1
(Fe50Ni50)83B17,0.1
Ag1.7Pd81.8Si16.5,0.1
Ag10.5Cu81.5P8,0.1
Ag10.5Cu81.9P7.6,0.1
Ag10.5Cu82.5P7,0.1
Ag10Ce10Cu80,0.1
Ag10Ce6Cu84,0.1
Ag10Mg60Y30,0.1
Ag10Mg70Y20,0.1
Ag10Mg80Y10,0.1
Ag10Pd73.5Si16.5,0.1
Ag12.2Cu80.3P7.5,0.1
Ag12.2Cu80.8P7,0.1
Ag12.5Pd71Si16.5,0.1
Ag15Al10Mg75,0.1
Ag15Ce6Cu79,0.1
Ag15Mg80Y5,0.1
Ag15Pd68.5Si16.5,0.1
Ag20Al25La55,0.1
Ag20Ce10Cu70,0.1
Ag20Ce6Cu74,0.1
Ag20Mg30Y50,0.1
Ag20Mg40Y40,0.1
Ag20Mg50Y30,0.1
Ag20Mg60Y20,0.1
Ag20Mg70Y10,0.1
Ag25Al10Mg65,0.1
Ag25Al20Mg55,0.1
Ag25Ce6Cu69,0.1
Ag25Mg60Y15,0.1
Ag25Mg65Y10,0.1
Ag25Mg70Y5,0.1
Ag28Cu30Fe42,0.1
Ag29Cu30Fe41,0.1
Ag30Ce10Cu60,0.1
Ag30Ce6Cu64,0.1
Ag30Cu30Fe40,0.1
Ag30Mg30Y40,0.1
Ag30Mg40Y30,0.1
Ag30Mg50Y20,0.1
Ag30Mg55Y15,0.1
Ag30Mg60Y10,0.1
Ag35Al10Mg55,0.1
Ag35Al20Mg45,0.1
Ag35Ce4Cu61,0.1
Ag35Ce5Cu60,0.1
Ag35Ce6Cu59,0.1
Ag35Cu35Mg30,0.1
Ag37.5Cu37.5Ge25,0.1
Ag38.75Cu38.75Ge22.5,0.1
Ag38Cu22Fe40,0.1
Ag4.2Pd79.3Si16.5,0.1
Ag4.5Pd75.5Si20,0.1
Ag4.5Pd79Si16.5,0.1
Ag40Ce10Cu50,0.1
Ag40Ce3Cu57,0.1
Ag40Ce4Cu56,0.1
Ag40Ce5Cu55,0.1
Ag40Ce8Cu52,0.1
Ag40Cu40Ge20,0.1
Ag40Mg30Y30,0.1
Ag40Mg40Y20,0.1
Ag40Mg50Y10,0.1
Ag41Cu23Fe36,0.1
Ag45Al20Mg35,0.1
Ag45Ce3Cu52,0.1
Ag45Ce4Cu51,0.1
Ag45Ce5Cu50,0.1
Ag46Cu12Fe42,0.1
Ag4Pd79.5Si16.5,0.1
Ag5.5Pd78Si16.5,0.1
Ag50Ce10Cu40,0.1
Ag50Ce3Cu47,0.1
Ag50Ce4Cu46,0.1
Ag50Ce5Cu45,0.1
Ag50Mg30Y20,0.1
Ag55Ce5Cu40,0.1
Ag55Ce6Cu39,0.1
Ag55Ce8Cu37,0.1
Ag5Mg80Y15,0.1
Ag5Pd77Si18,0.1
Ag5Pd79Si16,0.1
Ag6.7Pd76.8Si16.5,0.1
Ag6Pd77.5Si16.5,0.1
Ag7.1Cu85.2P7.7,0.1
Ag7.5Cu85.5P7,0.1
Ag8.5Pd75Si16.5,0.1
Ag8.9Cu83.5P7.6,0.1
Ag9Cu82.8P8.2,0.1
Ag9Cu84P7,0.1
Al0.018Fe89.982Zr10,0.1
Al0.036Fe89.964Zr10,0.1
Al0.054Fe89.946Zr10,0.1
Al0.09Fe89.91Zr10,0.1
Al10Ca60Ga30,0.1
Al10Ce8Cu82,0.1
Al10Cu25Hf65,0.1
Al10Cu25Ti65,0.1
Al10Cu25Zr65,0.1
Al10Cu30La60,0.1
Al10Cu30Ti60,0.1
Al10Cu35Ti55,0.1
Al10Cu36Y54,0.1
Al10Cu50Ti40,0.1
Al10Cu60Ti30,0.1
Al10Cu82Nd8,0.1
Al10Hf65Ni25,0.1
Al10La30Ni60,0.1
Al10La35Ni55,0.1
Al10La40Ni50,0.1
Al10La45Ni45,0.1
Al10La50Ni40,0.1
Al10La55Ni35,0.1
Al10La60Ni30,0.1
Al10La65Ni25,0.1
Al10La70Ni20,0.1
Al10La75Ni15,0.1
Al10La80Ni10,0.1
Al10La86Ni4,0.1
Al10Mg65Zn25,0.1
Al10Mg70Zn20,0.1
Al10Mg75Zn15,0.1
Al10Ni10Zr80,0.1
Al10Ni15Zr75,0.1
Al10Ni20Zr70,0.1
Al10Ni25Ti65,0.1
Al10Ni25Zr65,0.1
Al10Ni30Ti60,0.1
Al10Ni30Zr60,0.1
Al10Ni32.4Zr57.6,0.1
Al10Ni35Zr55,0.1
Al10Ni36Ti54,0.1
Al10Ni40Ti50,0.1
Al10Ni40Zr50,0.1
Al10Ni50Zr40,0.1
Al10Ni55Zr35,0.1
Al10Ni60Zr30,0.1
Al11La27Ni62,0.1
Al11La87Ni2,0.1
Al11Ni60Zr29,0.1
Al11Ni6Zr83,0.1
Al12B14Fe74,0.1
Al12B18Co70,0.1
Al12B18Ni70,0.1
Al12B22Co66,0.1
Al12B22Fe66,0.1
Al12B22Ni66,0.1
Al12B26Co62,0.1
Al12B26Ni62,0.1
Al12B30Co58,0.1
Al12B30Ni58,0.1
Al12B34Co54,0.1
Al12B34Ni54,0.1
Al12B38Co50,0.1
Al12Ce8Cu80,0.1
Al12Cu80Nd8,0.1
Al12Ga12Mg76,0.1
Al13Ni58Zr29,0.1
Al14Ni4Zr82,0.1
Al15Ca70Mg15,0.1
Al15Cu20Zr65,0.1
Al15Cu25La60,0.1
Al15Cu25Ti60,0.1
Al15Cu25Zr60,0.1
Al15Cu30Ti55,0.1
Al15Cu34Ti51,0.1
Al15Cu34Y51,0.1
Al15Cu35Ti50,0.1
Al15Cu40Ti45,0.1
Al15Cu50Ti35,0.1
Al15Cu60Ti25,0.1
Al15Fe15Zr70,0.1
Al15La26Ni59,0.1
Al15La30Ni55,0.1
Al15La40Ni45,0.1
Al15La50Ni35,0.1
Al15La55Ni30,0.1
Al15La60Ni25,0.1
Al15La65Ni20,0.1
Al15La70Ni15,0.1
Al15La75Ni10,0.1
Al15La80Ni5,0.1
Al15Mn15Zr70,0.1
Al15Ni10Zr75,0.1
Al15Ni15Zr70,0.1
Al15Ni20Zr65,0.1
Al15Ni25Ti60,0.1
Al15Ni30.6Zr54.4,0.1
Al15Ni30Zr55,0.1
Al15Ni35Zr50,0.1
Al15Ni40Zr45,0.1
Al15Ni45Zr40,0.1
Al15Ni50Zr35,0.1
Al15Ni55Zr30,0.1
Al15Ni5Zr80,0.1
Al16B14Co70,0.1
Al16B14Fe70,0.1
Al16B18Co66,0.1
Al16B18Fe66,0.1
Al16B18Ni66,0.1
